"";"id1";"id2";"tradeno";"bid1";"bid2";"payoff1";"payoff2"
"608";6;5;608;"defect";"cooperate";5;0
"609";4;1;609;"defect";"defect";2;2
"610";2;1;610;"cooperate";"defect";0;5
"611";3;6;611;"defect";"defect";2;2
"612";5;4;612;"cooperate";"cooperate";4;4
"613";5;4;613;"cooperate";"cooperate";4;4
"614";6;3;614;"defect";"defect";2;2
"615";1;2;615;"cooperate";"cooperate";4;4
"616";1;4;616;"defect";"defect";2;2
"617";5;6;617;"cooperate";"defect";0;5
"618";3;2;618;"defect";"defect";2;2
"619";2;3;619;"defect";"defect";2;2
"620";6;4;620;"defect";"cooperate";5;0
"621";1;5;621;"cooperate";"cooperate";4;4
"622";2;1;622;"cooperate";"defect";0;5
"623";3;4;623;"defect";"cooperate";5;0
"624";5;6;624;"cooperate";"defect";0;5
"625";4;5;625;"defect";"cooperate";5;0
"626";6;2;626;"defect";"defect";2;2
"627";3;1;627;"cooperate";"defect";0;5
"628";1;2;628;"defect";"cooperate";5;0
"629";4;3;629;"defect";"defect";2;2
"630";6;5;630;"defect";"cooperate";5;0
"631";5;2;631;"cooperate";"defect";0;5
"632";1;3;632;"defect";"defect";2;2
"633";4;6;633;"cooperate";"defect";0;5
"634";3;6;634;"defect";"defect";2;2
"635";5;4;635;"cooperate";"cooperate";4;4
"636";2;1;636;"defect";"defect";2;2
"637";6;3;637;"defect";"defect";2;2
"638";5;1;638;"cooperate";"cooperate";4;4
"639";4;2;639;"cooperate";"defect";0;5
"640";5;3;640;"cooperate";"cooperate";4;4
"641";2;4;641;"cooperate";"defect";0;5
"642";1;6;642;"defect";"defect";2;2
"643";6;5;643;"defect";"cooperate";5;0
"644";3;1;644;"defect";"defect";2;2
"645";4;2;645;"defect";"defect";2;2
"646";6;2;646;"defect";"defect";2;2
"647";1;3;647;"defect";"defect";2;2
"648";4;5;648;"cooperate";"cooperate";4;4
"649";5;6;649;"cooperate";"defect";0;5
"650";1;3;650;"defect";"defect";2;2
"651";2;4;651;"cooperate";"defect";0;5
"652";6;5;652;"defect";"cooperate";5;0
"653";2;3;653;"defect";"cooperate";5;0
"654";1;4;654;"cooperate";"cooperate";4;4
"655";6;1;655;"defect";"defect";2;2
"656";4;5;656;"defect";"cooperate";5;0
"657";3;2;657;"defect";"defect";2;2
"658";1;5;658;"defect";"cooperate";5;0
"659";4;2;659;"cooperate";"defect";0;5
"660";3;6;660;"defect";"defect";2;2
"661";3;5;661;"defect";"cooperate";5;0
"662";6;1;662;"defect";"defect";2;2
"663";2;4;663;"cooperate";"defect";0;5
"664";6;2;664;"defect";"defect";2;2
"665";5;1;665;"cooperate";"defect";0;5
"666";3;4;666;"defect";"defect";2;2
"667";1;6;667;"defect";"defect";2;2
"668";2;5;668;"cooperate";"cooperate";4;4
"669";3;4;669;"defect";"cooperate";5;0
"670";2;6;670;"defect";"defect";2;2
"671";3;4;671;"defect";"cooperate";5;0
"672";5;1;672;"cooperate";"defect";0;5
"673";5;1;673;"cooperate";"cooperate";4;4
"674";4;6;674;"cooperate";"defect";0;5
"675";2;3;675;"defect";"defect";2;2
"676";6;4;676;"defect";"cooperate";5;0
"677";2;1;677;"defect";"defect";2;2
"678";3;5;678;"cooperate";"cooperate";4;4
"679";1;6;679;"defect";"defect";2;2
"680";2;3;680;"cooperate";"defect";0;5
"681";4;5;681;"cooperate";"cooperate";4;4
"682";1;5;682;"cooperate";"cooperate";4;4
"683";2;4;683;"cooperate";"defect";0;5
"684";6;3;684;"defect";"defect";2;2
"685";6;4;685;"defect";"defect";2;2
"686";1;2;686;"cooperate";"cooperate";4;4
"687";3;5;687;"cooperate";"cooperate";4;4
"688";1;2;688;"defect";"cooperate";5;0
"689";3;6;689;"defect";"defect";2;2
"690";5;4;690;"cooperate";"defect";0;5
"691";2;3;691;"defect";"defect";2;2
"692";4;1;692;"cooperate";"cooperate";4;4
"693";6;5;693;"defect";"cooperate";5;0
"694";3;6;694;"defect";"defect";2;2
"695";1;5;695;"defect";"cooperate";5;0
"696";2;4;696;"cooperate";"defect";0;5
"697";3;2;697;"cooperate";"defect";0;5
"698";5;1;698;"cooperate";"defect";0;5
"699";4;6;699;"cooperate";"defect";0;5
"700";5;3;700;"cooperate";"cooperate";4;4
"701";4;1;701;"cooperate";"cooperate";4;4
"702";2;6;702;"defect";"defect";2;2
"703";4;6;703;"defect";"defect";2;2
"704";5;3;704;"cooperate";"cooperate";4;4
"705";2;1;705;"cooperate";"defect";0;5
"706";3;6;706;"defect";"defect";2;2
"707";5;4;707;"cooperate";"defect";0;5
"708";1;2;708;"cooperate";"cooperate";4;4
"709";4;2;709;"defect";"defect";2;2
"710";6;3;710;"defect";"defect";2;2
"711";5;1;711;"cooperate";"cooperate";4;4
"712";6;1;712;"defect";"defect";2;2
"713";5;2;713;"cooperate";"cooperate";4;4
"714";3;4;714;"defect";"defect";2;2
"715";1;6;715;"defect";"defect";2;2
"716";4;3;716;"cooperate";"defect";0;5
"717";2;5;717;"cooperate";"cooperate";4;4
"718";1;3;718;"defect";"defect";2;2
"719";2;5;719;"cooperate";"cooperate";4;4
"720";6;4;720;"defect";"cooperate";5;0
"721";4;2;721;"cooperate";"defect";0;5
"722";1;5;722;"cooperate";"cooperate";4;4
"723";6;3;723;"defect";"defect";2;2
"724";5;3;724;"cooperate";"cooperate";4;4
"725";1;2;725;"cooperate";"cooperate";4;4
"726";4;6;726;"defect";"defect";2;2
"727";1;6;727;"defect";"defect";2;2
"728";4;2;728;"cooperate";"defect";0;5
"729";3;5;729;"cooperate";"cooperate";4;4
"730";1;3;730;"cooperate";"defect";0;5
"731";2;5;731;"cooperate";"cooperate";4;4
"732";4;6;732;"cooperate";"defect";0;5
"733";3;5;733;"cooperate";"cooperate";4;4
"734";6;4;734;"defect";"defect";2;2
"735";1;2;735;"cooperate";"cooperate";4;4
"736";1;6;736;"defect";"defect";2;2
"737";5;2;737;"cooperate";"cooperate";4;4
"738";4;3;738;"cooperate";"defect";0;5
"739";1;2;739;"cooperate";"defect";0;5
"740";4;6;740;"cooperate";"defect";0;5
"741";5;3;741;"cooperate";"cooperate";4;4
"742";4;5;742;"defect";"cooperate";5;0
"743";1;3;743;"cooperate";"cooperate";4;4
"744";2;6;744;"defect";"defect";2;2
"745";2;5;745;"cooperate";"cooperate";4;4
"746";1;3;746;"cooperate";"cooperate";4;4
"747";6;4;747;"defect";"cooperate";5;0
"748";6;5;748;"defect";"cooperate";5;0
"749";2;4;749;"cooperate";"defect";0;5
"750";3;1;750;"cooperate";"cooperate";4;4
"751";4;3;751;"defect";"cooperate";5;0
"752";2;5;752;"cooperate";"cooperate";4;4
"753";6;1;753;"defect";"defect";2;2
"754";6;5;754;"defect";"cooperate";5;0
"755";3;1;755;"cooperate";"cooperate";4;4
"756";4;2;756;"defect";"defect";2;2
"757";2;5;757;"cooperate";"cooperate";4;4
"758";1;4;758;"defect";"cooperate";5;0
"759";3;6;759;"defect";"defect";2;2
"760";6;5;760;"defect";"cooperate";5;0
"761";3;2;761;"cooperate";"defect";0;5
"762";4;1;762;"defect";"defect";2;2
"763";5;2;763;"cooperate";"cooperate";4;4
"764";6;1;764;"defect";"defect";2;2
"765";3;4;765;"defect";"defect";2;2
"766";6;3;766;"defect";"defect";2;2
"767";4;1;767;"cooperate";"defect";0;5
"768";2;5;768;"cooperate";"cooperate";4;4
"769";3;5;769;"cooperate";"cooperate";4;4
"770";1;6;770;"defect";"defect";2;2
"771";2;4;771;"cooperate";"cooperate";4;4
"772";2;4;772;"defect";"defect";2;2
"773";1;3;773;"cooperate";"defect";0;5
"774";6;5;774;"defect";"cooperate";5;0
"775";4;5;775;"cooperate";"cooperate";4;4
"776";1;6;776;"defect";"defect";2;2
"777";2;3;777;"cooperate";"defect";0;5
"778";4;1;778;"defect";"cooperate";5;0
"779";3;5;779;"cooperate";"cooperate";4;4
"780";6;2;780;"defect";"defect";2;2
"781";5;2;781;"cooperate";"cooperate";4;4
"782";1;3;782;"cooperate";"defect";0;5
"783";4;6;783;"cooperate";"defect";0;5
"784";4;6;784;"cooperate";"defect";0;5
"785";5;1;785;"cooperate";"cooperate";4;4
"786";3;2;786;"defect";"cooperate";5;0
"787";5;4;787;"cooperate";"cooperate";4;4
"788";6;1;788;"defect";"defect";2;2
"789";3;2;789;"defect";"defect";2;2
"790";3;5;790;"cooperate";"cooperate";4;4
"791";6;2;791;"defect";"defect";2;2
"792";4;1;792;"defect";"defect";2;2
"793";2;1;793;"defect";"defect";2;2
"794";6;4;794;"defect";"cooperate";5;0
"795";3;5;795;"cooperate";"cooperate";4;4
"796";3;6;796;"defect";"defect";2;2
"797";2;4;797;"defect";"cooperate";5;0
"798";1;5;798;"cooperate";"cooperate";4;4
"799";6;3;799;"defect";"defect";2;2
"800";1;5;800;"cooperate";"cooperate";4;4
"801";4;2;801;"cooperate";"defect";0;5
"802";6;3;802;"defect";"defect";2;2
"803";1;2;803;"cooperate";"cooperate";4;4
"804";5;4;804;"cooperate";"defect";0;5
"805";5;4;805;"cooperate";"defect";0;5
"806";1;6;806;"defect";"defect";2;2
"807";3;2;807;"cooperate";"defect";0;5
"808";3;2;808;"cooperate";"cooperate";4;4
"809";5;1;809;"cooperate";"cooperate";4;4
"810";4;6;810;"defect";"defect";2;2
"811";1;6;811;"defect";"defect";2;2
"812";2;4;812;"defect";"cooperate";5;0
"813";3;5;813;"cooperate";"cooperate";4;4
"814";6;3;814;"defect";"defect";2;2
"815";5;4;815;"cooperate";"cooperate";4;4
"816";1;2;816;"defect";"defect";2;2
"817";3;6;817;"defect";"defect";2;2
"818";5;4;818;"cooperate";"defect";0;5
"819";1;2;819;"cooperate";"defect";0;5
"820";4;1;820;"defect";"defect";2;2
"821";5;3;821;"cooperate";"cooperate";4;4
"822";2;6;822;"defect";"defect";2;2
"823";5;3;823;"cooperate";"cooperate";4;4
"824";1;2;824;"defect";"defect";2;2
"825";6;4;825;"defect";"cooperate";5;0
"826";2;3;826;"defect";"defect";2;2
"827";4;1;827;"cooperate";"defect";0;5
"828";5;6;828;"cooperate";"defect";0;5
"829";5;2;829;"cooperate";"cooperate";4;4
"830";1;3;830;"defect";"defect";2;2
"831";4;6;831;"defect";"defect";2;2
"832";3;1;832;"defect";"defect";2;2
"833";5;2;833;"cooperate";"cooperate";4;4
"834";6;4;834;"defect";"cooperate";5;0
"835";2;1;835;"defect";"defect";2;2
"836";5;6;836;"cooperate";"defect";0;5
"837";4;3;837;"cooperate";"defect";0;5
"838";1;6;838;"defect";"defect";2;2
"839";3;2;839;"defect";"defect";2;2
"840";5;4;840;"cooperate";"defect";0;5
"841";4;3;841;"defect";"defect";2;2
"842";5;6;842;"cooperate";"defect";0;5
"843";1;2;843;"defect";"defect";2;2
"844";2;3;844;"defect";"defect";2;2
"845";6;1;845;"defect";"defect";2;2
"846";5;4;846;"cooperate";"defect";0;5
"847";2;5;847;"cooperate";"cooperate";4;4
"848";3;4;848;"defect";"defect";2;2
"849";6;1;849;"defect";"defect";2;2
"850";5;2;850;"cooperate";"defect";0;5
"851";6;4;851;"defect";"cooperate";5;0
"852";3;1;852;"defect";"defect";2;2
"853";5;4;853;"cooperate";"defect";0;5
"854";2;1;854;"defect";"cooperate";5;0
"855";6;3;855;"defect";"defect";2;2
"856";2;4;856;"defect";"cooperate";5;0
"857";1;6;857;"defect";"defect";2;2
"858";3;5;858;"cooperate";"cooperate";4;4
"859";2;5;859;"defect";"cooperate";5;0
"860";4;3;860;"cooperate";"defect";0;5
"861";6;1;861;"defect";"defect";2;2
"862";6;2;862;"defect";"defect";2;2
"863";1;5;863;"defect";"cooperate";5;0
"864";3;4;864;"cooperate";"cooperate";4;4
"865";2;6;865;"defect";"defect";2;2
"866";5;3;866;"cooperate";"defect";0;5
"867";4;1;867;"cooperate";"defect";0;5
"868";5;3;868;"cooperate";"cooperate";4;4
"869";4;2;869;"cooperate";"cooperate";4;4
"870";6;1;870;"defect";"defect";2;2
"871";5;1;871;"cooperate";"cooperate";4;4
"872";4;3;872;"cooperate";"cooperate";4;4
"873";2;6;873;"defect";"defect";2;2
"874";1;2;874;"defect";"cooperate";5;0
"875";4;6;875;"cooperate";"defect";0;5
"876";3;5;876;"cooperate";"cooperate";4;4
"877";2;3;877;"cooperate";"defect";0;5
"878";1;6;878;"defect";"defect";2;2
"879";5;4;879;"cooperate";"defect";0;5
"880";5;6;880;"cooperate";"defect";0;5
"881";2;3;881;"cooperate";"cooperate";4;4
"882";4;1;882;"cooperate";"defect";0;5
"883";3;6;883;"defect";"defect";2;2
"884";2;4;884;"cooperate";"defect";0;5
"885";5;1;885;"cooperate";"cooperate";4;4
"886";3;4;886;"defect";"cooperate";5;0
"887";6;1;887;"defect";"defect";2;2
"888";2;5;888;"cooperate";"cooperate";4;4
"889";5;6;889;"cooperate";"defect";0;5
"890";3;2;890;"cooperate";"defect";0;5
"891";1;4;891;"defect";"defect";2;2
"892";4;1;892;"cooperate";"defect";0;5
"893";6;5;893;"defect";"cooperate";5;0
"894";2;3;894;"cooperate";"cooperate";4;4
"895";3;4;895;"cooperate";"defect";0;5
"896";6;5;896;"defect";"cooperate";5;0
"897";1;2;897;"cooperate";"defect";0;5
"898";5;2;898;"cooperate";"defect";0;5
"899";4;6;899;"cooperate";"defect";0;5
"900";3;1;900;"cooperate";"cooperate";4;4
"901";5;6;901;"cooperate";"defect";0;5
"902";2;3;902;"cooperate";"cooperate";4;4
"903";4;1;903;"defect";"cooperate";5;0
"904";3;5;904;"cooperate";"cooperate";4;4
"905";4;1;905;"cooperate";"defect";0;5
"906";2;6;906;"defect";"defect";2;2
"907";4;3;907;"cooperate";"cooperate";4;4
"908";6;5;908;"defect";"cooperate";5;0
"909";1;2;909;"defect";"defect";2;2
"910";4;6;910;"cooperate";"defect";0;5
"911";3;2;911;"defect";"cooperate";5;0
"912";5;1;912;"cooperate";"defect";0;5
"913";3;1;913;"defect";"defect";2;2
"914";5;2;914;"cooperate";"cooperate";4;4
"915";6;4;915;"defect";"cooperate";5;0
"916";1;3;916;"defect";"defect";2;2
"917";2;5;917;"cooperate";"cooperate";4;4
"918";4;6;918;"defect";"defect";2;2
"919";5;4;919;"cooperate";"cooperate";4;4
"920";6;1;920;"defect";"defect";2;2
"921";3;2;921;"cooperate";"defect";0;5
"922";2;6;922;"defect";"defect";2;2
"923";5;4;923;"cooperate";"cooperate";4;4
"924";3;1;924;"defect";"cooperate";5;0
"925";5;2;925;"cooperate";"cooperate";4;4
"926";6;4;926;"defect";"defect";2;2
"927";1;3;927;"defect";"defect";2;2
"928";1;2;928;"defect";"defect";2;2
"929";3;6;929;"defect";"defect";2;2
"930";5;4;930;"cooperate";"defect";0;5
"931";1;3;931;"defect";"defect";2;2
"932";2;4;932;"defect";"defect";2;2
"933";5;6;933;"cooperate";"defect";0;5
"934";2;6;934;"defect";"defect";2;2
"935";3;5;935;"cooperate";"cooperate";4;4
"936";1;4;936;"defect";"defect";2;2
"937";5;2;937;"cooperate";"defect";0;5
"938";4;6;938;"cooperate";"defect";0;5
"939";3;1;939;"defect";"cooperate";5;0
"940";5;3;940;"cooperate";"cooperate";4;4
"941";2;1;941;"defect";"defect";2;2
"942";6;4;942;"defect";"defect";2;2
"943";3;6;943;"defect";"defect";2;2
"944";5;2;944;"cooperate";"cooperate";4;4
"945";4;1;945;"defect";"defect";2;2
"946";1;5;946;"cooperate";"cooperate";4;4
"947";6;2;947;"defect";"defect";2;2
"948";4;3;948;"cooperate";"defect";0;5
"949";6;5;949;"defect";"cooperate";5;0
"950";3;4;950;"cooperate";"defect";0;5
"951";1;2;951;"defect";"cooperate";5;0
"952";4;1;952;"cooperate";"defect";0;5
"953";6;3;953;"defect";"defect";2;2
"954";5;2;954;"cooperate";"cooperate";4;4
"955";3;5;955;"cooperate";"cooperate";4;4
"956";6;1;956;"defect";"defect";2;2
"957";2;4;957;"cooperate";"defect";0;5
"958";4;1;958;"cooperate";"defect";0;5
"959";2;6;959;"defect";"defect";2;2
"960";3;5;960;"cooperate";"cooperate";4;4
"961";3;1;961;"cooperate";"cooperate";4;4
"962";6;4;962;"defect";"defect";2;2
"963";5;2;963;"cooperate";"cooperate";4;4
"964";3;1;964;"cooperate";"cooperate";4;4
"965";2;6;965;"defect";"defect";2;2
"966";4;5;966;"cooperate";"cooperate";4;4
"967";3;2;967;"defect";"cooperate";5;0
"968";4;1;968;"cooperate";"cooperate";4;4
"969";5;6;969;"cooperate";"defect";0;5
"970";4;3;970;"defect";"cooperate";5;0
"971";5;2;971;"cooperate";"cooperate";4;4
"972";6;1;972;"defect";"defect";2;2
"973";4;1;973;"defect";"defect";2;2
"974";3;6;974;"defect";"defect";2;2
"975";5;2;975;"cooperate";"cooperate";4;4
"976";1;6;976;"defect";"defect";2;2
"977";4;2;977;"cooperate";"defect";0;5
"978";5;3;978;"cooperate";"cooperate";4;4
"979";5;3;979;"cooperate";"cooperate";4;4
"980";2;4;980;"cooperate";"defect";0;5
"981";6;1;981;"defect";"defect";2;2
"982";1;2;982;"cooperate";"defect";0;5
"983";3;6;983;"defect";"defect";2;2
"984";4;5;984;"cooperate";"cooperate";4;4
"985";1;2;985;"defect";"cooperate";5;0
"986";5;4;986;"cooperate";"defect";0;5
"987";6;3;987;"defect";"defect";2;2
"988";4;2;988;"cooperate";"cooperate";4;4
"989";3;5;989;"cooperate";"cooperate";4;4
"990";6;1;990;"defect";"defect";2;2
"991";3;6;991;"defect";"defect";2;2
"992";1;4;992;"cooperate";"defect";0;5
"993";2;5;993;"defect";"cooperate";5;0
"994";2;1;994;"cooperate";"defect";0;5
"995";5;4;995;"cooperate";"cooperate";4;4
"996";3;6;996;"defect";"defect";2;2
"997";5;1;997;"cooperate";"cooperate";4;4
"998";4;6;998;"defect";"defect";2;2
"999";3;2;999;"cooperate";"defect";0;5
"1000";4;6;1000;"cooperate";"defect";0;5
"1001";2;3;1001;"cooperate";"defect";0;5
"1002";5;1;1002;"cooperate";"cooperate";4;4
"1003";3;4;1003;"cooperate";"cooperate";4;4
"1004";2;1;1004;"defect";"cooperate";5;0
"1005";5;6;1005;"cooperate";"defect";0;5
"1006";3;1;1006;"defect";"cooperate";5;0
"1007";4;2;1007;"cooperate";"defect";0;5
"1008";5;6;1008;"cooperate";"defect";0;5
"1009";3;1;1009;"defect";"defect";2;2
"1010";4;5;1010;"defect";"cooperate";5;0
"1011";6;2;1011;"defect";"defect";2;2
"1012";2;6;1012;"defect";"defect";2;2
"1013";5;1;1013;"cooperate";"defect";0;5
"1014";3;4;1014;"defect";"cooperate";5;0
"1015";4;5;1015;"cooperate";"cooperate";4;4
"1016";2;1;1016;"defect";"defect";2;2
"1017";3;6;1017;"defect";"defect";2;2
"1018";1;5;1018;"defect";"cooperate";5;0
"1019";4;3;1019;"cooperate";"cooperate";4;4
"1020";6;2;1020;"defect";"defect";2;2
"1021";5;1;1021;"cooperate";"defect";0;5
"1022";2;4;1022;"cooperate";"defect";0;5
"1023";6;3;1023;"defect";"defect";2;2
"1024";1;4;1024;"cooperate";"cooperate";4;4
"1025";5;2;1025;"cooperate";"cooperate";4;4
"1026";6;3;1026;"defect";"defect";2;2
"1027";4;3;1027;"defect";"cooperate";5;0
"1028";6;2;1028;"defect";"defect";2;2
"1029";1;5;1029;"cooperate";"cooperate";4;4
"1030";1;6;1030;"defect";"defect";2;2
"1031";5;4;1031;"cooperate";"cooperate";4;4
"1032";3;2;1032;"defect";"defect";2;2
"1033";6;4;1033;"defect";"defect";2;2
"1034";1;5;1034;"cooperate";"cooperate";4;4
"1035";2;3;1035;"defect";"defect";2;2
"1036";4;2;1036;"defect";"cooperate";5;0
"1037";1;6;1037;"defect";"defect";2;2
"1038";5;3;1038;"cooperate";"cooperate";4;4
"1039";3;1;1039;"defect";"defect";2;2
"1040";4;2;1040;"cooperate";"defect";0;5
"1041";6;5;1041;"defect";"cooperate";5;0
"1042";4;5;1042;"cooperate";"cooperate";4;4
"1043";2;6;1043;"defect";"defect";2;2
"1044";1;3;1044;"defect";"defect";2;2
"1045";1;2;1045;"defect";"defect";2;2
"1046";3;6;1046;"defect";"defect";2;2
"1047";5;4;1047;"cooperate";"defect";0;5
"1048";6;2;1048;"defect";"defect";2;2
"1049";4;5;1049;"cooperate";"cooperate";4;4
"1050";1;3;1050;"defect";"defect";2;2
"1051";1;2;1051;"defect";"defect";2;2
"1052";5;3;1052;"cooperate";"defect";0;5
"1053";4;6;1053;"cooperate";"defect";0;5
"1054";4;3;1054;"cooperate";"cooperate";4;4
"1055";5;6;1055;"cooperate";"defect";0;5
"1056";1;2;1056;"defect";"defect";2;2
"1057";2;5;1057;"cooperate";"cooperate";4;4
"1058";1;3;1058;"defect";"defect";2;2
"1059";6;4;1059;"defect";"defect";2;2
"1060";5;4;1060;"cooperate";"defect";0;5
"1061";6;2;1061;"defect";"defect";2;2
"1062";3;1;1062;"defect";"defect";2;2
"1063";4;5;1063;"defect";"cooperate";5;0
"1064";3;1;1064;"defect";"defect";2;2
"1065";6;2;1065;"defect";"defect";2;2
"1066";4;3;1066;"cooperate";"defect";0;5
"1067";5;1;1067;"cooperate";"defect";0;5
"1068";6;2;1068;"defect";"defect";2;2
"1069";1;4;1069;"cooperate";"defect";0;5
"1070";2;3;1070;"defect";"cooperate";5;0
"1071";5;6;1071;"cooperate";"defect";0;5
"1072";2;3;1072;"defect";"defect";2;2
"1073";5;6;1073;"cooperate";"defect";0;5
"1074";1;4;1074;"defect";"cooperate";5;0
"1075";5;2;1075;"cooperate";"cooperate";4;4
"1076";1;4;1076;"defect";"cooperate";5;0
"1077";6;3;1077;"defect";"defect";2;2
"1078";1;6;1078;"defect";"defect";2;2
"1079";5;3;1079;"cooperate";"cooperate";4;4
"1080";2;4;1080;"defect";"defect";2;2
"1081";1;2;1081;"defect";"defect";2;2
"1082";4;6;1082;"cooperate";"defect";0;5
"1083";5;3;1083;"cooperate";"cooperate";4;4
"1084";3;2;1084;"defect";"defect";2;2
"1085";5;6;1085;"cooperate";"defect";0;5
"1086";4;1;1086;"defect";"cooperate";5;0
"1087";5;1;1087;"cooperate";"cooperate";4;4
"1088";3;4;1088;"defect";"cooperate";5;0
"1089";6;2;1089;"defect";"defect";2;2
"1090";4;1;1090;"defect";"cooperate";5;0
"1091";3;2;1091;"defect";"defect";2;2
"1092";6;5;1092;"defect";"cooperate";5;0
"1093";2;3;1093;"defect";"defect";2;2
"1094";5;6;1094;"cooperate";"defect";0;5
"1095";1;4;1095;"defect";"defect";2;2
"1096";6;3;1096;"defect";"defect";2;2
"1097";4;5;1097;"cooperate";"cooperate";4;4
"1098";1;2;1098;"defect";"defect";2;2
"1099";4;2;1099;"cooperate";"cooperate";4;4
"1100";5;6;1100;"cooperate";"defect";0;5
"1101";3;1;1101;"defect";"defect";2;2
"1102";1;6;1102;"defect";"defect";2;2
"1103";4;3;1103;"cooperate";"cooperate";4;4
"1104";2;5;1104;"cooperate";"cooperate";4;4
"1105";2;4;1105;"cooperate";"defect";0;5
"1106";1;3;1106;"defect";"defect";2;2
"1107";5;6;1107;"cooperate";"defect";0;5
"1108";2;5;1108;"cooperate";"cooperate";4;4
"1109";3;1;1109;"defect";"defect";2;2
"1110";6;4;1110;"defect";"defect";2;2
"1111";4;2;1111;"cooperate";"cooperate";4;4
"1112";3;1;1112;"defect";"defect";2;2
"1113";6;5;1113;"defect";"cooperate";5;0
"1114";3;1;1114;"defect";"defect";2;2
"1115";6;5;1115;"defect";"cooperate";5;0
"1116";2;4;1116;"cooperate";"defect";0;5
"1117";1;2;1117;"cooperate";"defect";0;5
"1118";3;6;1118;"defect";"defect";2;2
"1119";4;5;1119;"cooperate";"cooperate";4;4
"1120";5;3;1120;"cooperate";"defect";0;5
"1121";2;1;1121;"cooperate";"defect";0;5
"1122";6;4;1122;"defect";"defect";2;2
"1123";2;3;1123;"defect";"cooperate";5;0
"1124";4;6;1124;"cooperate";"defect";0;5
"1125";5;1;1125;"cooperate";"cooperate";4;4
"1126";5;3;1126;"cooperate";"cooperate";4;4
"1127";6;4;1127;"defect";"cooperate";5;0
"1128";2;1;1128;"defect";"defect";2;2
"1129";4;5;1129;"defect";"cooperate";5;0
"1130";1;3;1130;"defect";"defect";2;2
"1131";6;2;1131;"defect";"defect";2;2
"1132";5;2;1132;"cooperate";"cooperate";4;4
"1133";3;6;1133;"defect";"defect";2;2
"1134";1;4;1134;"defect";"cooperate";5;0
"1135";1;3;1135;"defect";"defect";2;2
"1136";5;2;1136;"cooperate";"cooperate";4;4
"1137";4;6;1137;"defect";"defect";2;2
"1138";6;3;1138;"defect";"defect";2;2
"1139";2;4;1139;"defect";"defect";2;2
"1140";5;1;1140;"cooperate";"cooperate";4;4
"1141";1;2;1141;"defect";"defect";2;2
"1142";5;4;1142;"cooperate";"cooperate";4;4
"1143";6;3;1143;"defect";"defect";2;2
"1144";4;3;1144;"defect";"defect";2;2
"1145";5;6;1145;"cooperate";"defect";0;5
"1146";2;1;1146;"defect";"defect";2;2
"1147";6;4;1147;"defect";"cooperate";5;0
"1148";3;1;1148;"defect";"defect";2;2
"1149";5;2;1149;"cooperate";"cooperate";4;4
"1150";3;5;1150;"cooperate";"cooperate";4;4
"1151";4;6;1151;"defect";"defect";2;2
"1152";2;1;1152;"defect";"defect";2;2
"1153";3;6;1153;"defect";"defect";2;2
"1154";5;1;1154;"cooperate";"cooperate";4;4
"1155";2;4;1155;"defect";"cooperate";5;0
"1156";4;2;1156;"defect";"defect";2;2
"1157";6;5;1157;"defect";"cooperate";5;0
"1158";3;1;1158;"defect";"defect";2;2
"1159";5;6;1159;"cooperate";"defect";0;5
"1160";2;4;1160;"defect";"defect";2;2
"1161";3;1;1161;"defect";"defect";2;2
"1162";5;3;1162;"cooperate";"cooperate";4;4
"1163";2;4;1163;"defect";"defect";2;2
"1164";1;6;1164;"defect";"defect";2;2
"1165";2;5;1165;"cooperate";"cooperate";4;4
"1166";3;6;1166;"defect";"defect";2;2
"1167";1;4;1167;"defect";"cooperate";5;0
"1168";5;6;1168;"cooperate";"defect";0;5
"1169";3;4;1169;"defect";"defect";2;2
"1170";2;1;1170;"defect";"cooperate";5;0
"1171";3;5;1171;"cooperate";"cooperate";4;4
"1172";6;4;1172;"defect";"cooperate";5;0
"1173";1;2;1173;"defect";"cooperate";5;0
"1174";4;5;1174;"cooperate";"cooperate";4;4
"1175";2;1;1175;"defect";"cooperate";5;0
"1176";6;3;1176;"defect";"defect";2;2
"1177";1;6;1177;"defect";"defect";2;2
"1178";4;5;1178;"cooperate";"cooperate";4;4
"1179";3;2;1179;"defect";"cooperate";5;0
"1180";3;5;1180;"defect";"cooperate";5;0
"1181";4;1;1181;"defect";"cooperate";5;0
"1182";6;2;1182;"defect";"defect";2;2
"1183";1;3;1183;"defect";"defect";2;2
"1184";2;6;1184;"defect";"defect";2;2
"1185";5;4;1185;"cooperate";"defect";0;5
"1186";1;6;1186;"defect";"defect";2;2
"1187";3;2;1187;"defect";"cooperate";5;0
"1188";5;4;1188;"cooperate";"defect";0;5
"1189";6;5;1189;"defect";"cooperate";5;0
"1190";1;4;1190;"cooperate";"defect";0;5
"1191";3;2;1191;"defect";"defect";2;2
"1192";5;3;1192;"cooperate";"defect";0;5
"1193";4;1;1193;"cooperate";"cooperate";4;4
"1194";2;6;1194;"defect";"defect";2;2
"1195";3;6;1195;"defect";"defect";2;2
"1196";5;1;1196;"cooperate";"cooperate";4;4
"1197";2;4;1197;"cooperate";"cooperate";4;4
"1198";5;4;1198;"cooperate";"defect";0;5
"1199";3;6;1199;"defect";"defect";2;2
"1200";2;1;1200;"defect";"cooperate";5;0
"1201";5;4;1201;"cooperate";"cooperate";4;4
"1202";3;2;1202;"defect";"defect";2;2
